image_name,blur,brightness,noise,best_pipeline
scan_000.png,34545.9672941899,237.24573763250882,64.90087111508238,denoise+clahe+adaptive
scan_001.png,33108.466750950014,238.1974823321555,63.26387124830511,denoise+clahe+adaptive
scan_002.png,30186.362711217665,240.95134717314488,58.18111226677049,denoise+clahe+adaptive
scan_003.png,33944.54342587621,237.42594964664312,64.59516695762682,denoise+clahe+adaptive
scan_004.png,29658.752645102246,241.0324425795053,58.02270660639102,denoise+clahe+adaptive
scan_005.png,29013.098056537103,241.12029593639576,57.85048272336065,denoise+clahe+adaptive
scan_006.png,27587.947653936168,242.03036660777386,56.0271820163117,denoise+clahe+adaptive
scan_007.png,35099.426536306,236.03944346289754,66.89872355108483,denoise+clahe+adaptive
scan_008.png,28864.896155743536,240.60894434628975,58.844003168274746,denoise+clahe+adaptive
scan_009.png,36919.78185038237,235.2059628975265,68.23251099231689,denoise+clahe+adaptive
scan_010.png,31422.23975979847,239.51415636042404,60.902206650190244,denoise+clahe+adaptive
scan_011.png,26675.471916941136,242.7410777385159,54.55038039890587,denoise+clahe+adaptive
scan_012.png,30777.734093865496,239.0512367491166,61.746024809233965,denoise+clahe+adaptive
scan_013.png,29347.413742397126,240.60556537102474,58.850497721776755,denoise+clahe+adaptive
scan_014.png,28008.714542469446,241.9425132508834,56.206415655344706,denoise+clahe+adaptive
scan_015.png,28668.729578008042,241.40976148409894,57.27840988222081,denoise+clahe+adaptive
scan_016.png,30073.775275685,240.3003312720848,59.43345240609809,denoise+clahe+adaptive
scan_017.png,29898.86250564801,240.57740724381625,58.90458361635478,denoise+clahe+adaptive
scan_018.png,30139.259816321042,240.94458922261484,58.1942881742889,denoise+clahe+adaptive
scan_019.png,34020.94211751145,237.14774734982333,65.0662854411508,denoise+clahe+adaptive
scan_020.png,22952.618603073126,244.49701855123675,50.67492131342252,denoise+clahe+adaptive
scan_021.png,29375.273519049417,240.38255300353356,59.27713916346195,denoise+clahe+adaptive
scan_022.png,38355.84638875921,234.9761925795053,68.59386290779292,denoise+clahe+adaptive
scan_023.png,30664.284992999488,240.18319346289752,59.65524210832781,denoise+clahe+adaptive
scan_024.png,37072.00464547595,234.5718418727915,69.22333911310497,denoise+clahe+adaptive
scan_025.png,26122.587450755957,242.98436395759717,54.033431145071944,denoise+clahe+adaptive
scan_026.png,32041.183481657412,239.192027385159,61.49098323000609,denoise+clahe+adaptive
scan_027.png,27252.482867838822,242.55973939929328,54.931833843107,denoise+clahe+adaptive
scan_028.png,34472.153598554716,236.44492049469966,66.23635178965982,denoise+clahe+adaptive
scan_029.png,28722.151329180957,241.76230123674912,56.571870360475096,denoise+clahe+adaptive
scan_030.png,34011.46410077334,238.42049469964664,62.872043513676736,denoise+clahe+adaptive
scan_031.png,30256.15543136191,239.30240724381625,61.290062281644516,denoise+clahe+adaptive
scan_032.png,26434.213448378032,243.95187720848057,51.915414807366844,denoise+clahe+adaptive
scan_033.png,30905.54380662402,240.13138250883392,59.753005565818526,denoise+clahe+adaptive
scan_034.png,28183.627203406137,241.62826855123674,56.84178320124013,denoise+clahe+adaptive
scan_035.png,35843.020714047416,237.35048586572438,64.7234173623758,denoise+clahe+adaptive
scan_036.png,35839.861406427044,237.07678886925794,65.18571424094444,denoise+clahe+adaptive
scan_037.png,30575.248974468544,239.45108215547702,61.01807276715344,denoise+clahe+adaptive
scan_038.png,31178.108878091873,239.07151060070672,61.70938358366894,denoise+clahe+adaptive
scan_039.png,29961.187799556883,241.20589664310955,57.68205152893307,denoise+clahe+adaptive
scan_040.png,28615.882516500686,240.98513692579505,58.11517613268971,denoise+clahe+adaptive
scan_041.png,35869.444300619856,237.05989399293287,65.21410605273459,denoise+clahe+adaptive
scan_042.png,28289.89596026764,241.87268109540636,56.348379027692324,denoise+clahe+adaptive
scan_043.png,32077.372458978738,238.79668727915194,62.20367674572507,denoise+clahe+adaptive
scan_044.png,28147.725595021147,241.78032243816256,56.535457046260824,denoise+clahe+adaptive
scan_045.png,31951.28595256332,239.91738074204946,60.15465490797105,denoise+clahe+adaptive
scan_046.png,30267.069546840074,239.9984761484099,60.00285713435361,denoise+clahe+adaptive
scan_047.png,31897.864394218857,239.33394434628974,61.23249865840006,denoise+clahe+adaptive
scan_048.png,29114.771417187054,241.1180432862191,57.85490679113438,denoise+clahe+adaptive
scan_049.png,32517.95703363553,238.52974823321554,62.678904005006096,denoise+clahe+adaptive
scan_050.png,35028.48496203442,236.74339664310955,65.74291056742348,denoise+clahe+adaptive
scan_051.png,35415.647963123454,235.71506183745583,67.42218026373526,denoise+clahe+adaptive
scan_052.png,29142.05643313171,240.79591431095406,58.48320956005197,denoise+clahe+adaptive
scan_053.png,32347.352521760462,238.936351590106,61.95312376536213,denoise+clahe+adaptive
scan_054.png,29577.758531883275,241.06060070671379,57.96757686095148,denoise+clahe+adaptive
scan_055.png,29683.740140546277,240.1708038869258,59.67863898811624,denoise+clahe+adaptive
scan_056.png,33492.47040636042,237.87760600706713,63.82032663774651,denoise+clahe+adaptive
scan_057.png,29942.518866072045,240.48730123674912,59.077235541586674,denoise+clahe+adaptive
scan_058.png,38799.30311268899,233.79693021201413,70.4074756506878,denoise+clahe+adaptive
scan_059.png,37852.36210962179,235.44474381625443,67.8541250215726,denoise+clahe+adaptive
scan_060.png,26805.292511982276,241.9481448763251,56.19494758755188,denoise+clahe+adaptive
scan_061.png,28461.64927298848,241.25770759717315,57.579805159761136,denoise+clahe+adaptive
scan_062.png,36153.497799186196,235.69929328621907,67.44748277261907,denoise+clahe+adaptive
scan_063.png,31249.912097399065,239.9646863957597,60.066166132885655,denoise+clahe+adaptive
scan_064.png,32923.78836181467,239.32718639575972,61.24483964227527,denoise+clahe+adaptive
scan_065.png,34534.19158442044,237.39328621908126,64.65072036699269,denoise+clahe+adaptive
scan_066.png,30436.812286818706,240.2023409893993,59.61906016962334,denoise+clahe+adaptive
scan_067.png,37589.562327414176,235.8693683745583,67.17387883767977,denoise+clahe+adaptive
scan_068.png,32585.739277451787,239.02871024734984,61.78670399497521,denoise+clahe+adaptive
scan_069.png,25912.634816321042,242.1351148409894,55.812547383121405,denoise+clahe+adaptive
scan_070.png,33469.780586187226,238.31236749116607,63.06242312980655,denoise+clahe+adaptive
scan_071.png,30942.019693645514,239.1751325088339,61.521661056366035,denoise+clahe+adaptive
scan_072.png,31618.98057303779,238.98027826855125,61.87404590914014,denoise+clahe+adaptive
scan_073.png,32633.416598143456,238.38332597173144,62.937572414629614,denoise+clahe+adaptive
scan_074.png,34614.036617699814,236.75803886925794,65.71857380104744,denoise+clahe+adaptive
scan_075.png,29930.456030939014,240.96598939929328,58.152551531635,denoise+clahe+adaptive
scan_076.png,29703.845063670866,240.50757508833922,59.03844486987587,denoise+clahe+adaptive
scan_077.png,31086.487901619123,239.43080830388692,61.05525491256685,denoise+clahe+adaptive
scan_078.png,30930.244146257897,239.99734982332154,60.00496881700059,denoise+clahe+adaptive
scan_079.png,33928.74679643458,238.42162102473497,62.870056380164556,denoise+clahe+adaptive
